# Schweingruber - Aubure (F), EU-Pr. - PCAB - ITRDB FRAN032
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4321
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4321.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran032x-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; fran032x-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran032x.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/fran032x.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-29
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-29
#--------------------
# Title
#   Study_Name: Schweingruber - Aubure (F), EU-Pr. - PCAB - ITRDB FRAN032
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-09. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Aubure (F), EU-Pr.
#   Location: France
#   Northernmost_Latitude: 48.57
#   Southernmost_Latitude: 48.57
#   Easternmost_Longitude: 8.0
#   Westernmost_Longitude: 8.0
#   Elevation_m: 1080
#--------------------
# Data_Collection
#   Collection_Name: FRAN032
#   First_Year: 1904
#   Last_Year: 1994
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  maximum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 039001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 039001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 039002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 039002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 039003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 039003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 039004_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 039004; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 039005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 039005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 039006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 039006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 039007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 039007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 039008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 039008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 039009_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 039009; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 039010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 039010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 039011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 039011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 039012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 039012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 039013_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 039013; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 039014_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 039014; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 039015_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 039015; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 039016_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 039016; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 039017_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 039017; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 039018_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 039018; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 039019_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 039019; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 039020_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 039020; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	039001_raw	039002_raw	039003_raw	039004_raw	039005_raw	039006_raw	039007_raw	039008_raw	039009_raw	039010_raw	039011_raw	039012_raw	039013_raw	039014_raw	039015_raw	039016_raw	039017_raw	039018_raw	039019_raw	039020_raw
1946	1.03	0.88	0.94	1	0.86	0.87	0.91	0.95	0.93	0.81	0.98	1	1.09	0.95	1.14	1.06	0.95	0.83	0.97	0.93
1947	1.01	0.97	0.88	1	0.92	0.91	0.93	1.01	1.02	0.86	1.04	1.07	1.07	0.99	1.1	1.05	1	0.84	1.07	1.02
1948	0.98	0.9	0.85	0.95	0.87	0.87	0.82	0.86	0.89	0.83	0.89	0.91	0.96	0.9	1.06	0.93	0.92	0.81	0.9	0.91
1949	1	0.9	0.85	1	0.9	0.94	0.97	1.01	1.02	0.86	1.03	1	1.08	0.99	1.14	1.06	0.99	0.87	0.96	0.99
1950	0.91	0.8	0.81	0.88	0.83	0.86	0.92	0.95	0.89	0.83	0.96	0.94	0.96	0.82	0.99	0.93	0.78	0.76	0.85	0.86
1951	0.87	0.81	0.81	0.86	0.76	0.77	0.79	0.85	0.84	0.78	0.88	0.9	0.89	0.8	0.94	0.87	0.74	0.74	0.89	0.87
1952	0.93	0.98	0.92	0.96	0.94	0.98	0.99	1.03	0.99	0.87	1	1.02	1.03	0.99	1.04	1.05	0.89	0.84	0.97	1.02
1953	1.01	0.93	0.87	0.96	0.88	0.86	0.88	0.97	0.93	0.85	1.01	1	1.02	0.96	1.05	0.99	0.94	0.85	0.98	0.95
1954	0.87	0.79	0.84	0.84	0.72	0.69	0.71	0.76	0.76	0.77	0.77	0.81	0.78	0.75	0.78	0.78	0.63	0.65	0.66	0.63
1955	0.83	0.88	0.84	0.86	0.79	0.78	0.77	0.84	0.82	0.76	0.87	0.9	0.93	0.86	0.94	0.95	0.81	0.77	0.79	1.09
1956	0.92	0.87	0.83	0.91	0.8	0.81	0.85	0.87	0.87	0.74	0.93	0.93	0.93	0.88	0.92	0.94	0.79	0.71	0.84	0.87
1957	0.89	0.89	0.87	0.94	0.85	0.7	0.83	0.84	0.9	0.75	0.81	0.88	0.95	0.88	0.95	0.92	0.84	0.73	0.79	0.83
1958	0.89	0.85	0.92	0.88	0.74	0.73	0.8	0.84	0.9	0.72	0.87	0.91	0.92	0.86	0.93	0.86	0.74	0.73	0.79	0.77
1959	0.92	0.91	0.83	0.91	0.86	0.77	0.9	0.93	0.91	0.75	0.85	0.94	1.06	1.01	1.06	1.07	0.88	0.93	0.97	0.89
1960	0.84	0.81	0.83	0.87	0.74	0.73	0.81	0.84	0.86	0.73	0.83	0.84	0.87	0.81	0.92	0.82	0.75	0.72	0.76	0.79
1961	0.86	0.84	0.75	0.95	0.76	0.74	0.86	0.89	0.94	0.81	0.92	0.98	0.98	1	0.99	1.06	0.9	0.84	0.9	0.86
1962	0.85	0.83	0.88	0.9	0.81	0.77	0.85	0.81	0.79	0.75	0.83	0.84	0.95	0.94	0.97	0.95	0.73	0.71	0.76	0.81
1963	0.8	0.81	0.79	0.87	0.7	0.68	0.78	0.77	0.8	0.77	0.91	0.82	0.94	0.89	0.95	0.93	0.79	0.72	0.8	0.85
1964	0.95	0.9	0.97	0.94	0.9	0.89	0.97	0.96	0.9	0.92	0.98	0.93	1.03	1.03	1.07	1.09	0.93	0.82	0.93	0.94
1965	0.84	0.77	0.8	0.84	0.69	0.67	0.73	0.77	0.77	0.72	0.83	0.83	0.91	0.9	0.97	0.89	0.67	0.74	0.71	0.68
1966	0.89	0.82	0.8	0.91	0.77	0.8	0.8	0.85	0.91	0.77	0.93	0.93	0.94	0.96	0.94	0.93	0.82	0.87	0.8	0.75
1967	0.82	0.8	0.84	0.85	0.71	0.66	0.73	0.82	0.79	0.74	0.91	0.9	0.87	0.93	0.95	0.93	0.73	0.66	0.78	0.77
1968	0.78	0.75	0.8	0.85	0.71	0.71	0.77	0.79	0.72	0.73	0.82	0.87	0.86	0.88	0.93	0.89	0.75	0.65	0.8	0.8
1969	0.76	0.74	0.83	0.84	0.71	0.71	0.76	0.77	0.7	0.8	0.89	0.9	0.99	0.98	0.99	0.98	0.8	0.71	0.83	0.82
1970	0.81	0.84	0.8	0.9	0.73	0.74	0.79	0.74	0.81	0.81	0.9	0.94	0.89	0.9	0.95	0.93	0.76	0.72	0.82	0.8
1971	0.85	0.88	0.85	0.9	0.77	0.8	0.81	0.82	0.87	0.88	0.98	0.96	1	0.93	1.03	1.01	0.85	0.77	0.89	0.88
1972	0.73	0.76	0.77	0.84	0.73	0.71	0.7	0.71	0.72	0.76	0.8	0.75	0.82	0.82	0.9	0.8	0.73	0.71	0.79	0
1973	0.86	0.94	0.94	0.86	0.65	0.66	0.75	0.72	0.88	0.98	0.88	0.91	0.96	1	1	1	0.76	0.8	0.9	0.79
1974	0.89	0.81	0.94	0.93	0.72	0.74	0.77	0.8	0.68	0.7	0.84	0.89	0.77	0.92	0.87	0.87	0.64	0.69	0.88	0
1975	0.86	0.9	0.93	0.94	0.77	0.79	0.81	0.82	0.92	0.89	0.86	0.93	1	0.94	1.04	0.85	0.82	0.79	0.91	0.64
1976	0.93	0.96	0.97	0.96	0.87	0.76	0.77	0.81	0.95	0.97	0.97	1.04	1.05	1.01	1.03	0.98	0.9	0.92	0.9	0.88
1977	0.85	0.9	0.95	0.85	0.67	0.7	0.72	0.72	0.83	0.81	0.83	0.87	0.85	0.81	0.88	0.83	0.82	0.81	0.83	0.79
1978	0.84	0.91	0.91	0.89	0.69	0.71	0.73	0.71	0.78	0.8	0.85	0.85	0.88	0.8	0.91	0.86	0.88	0.73	0.8	0.76
1979	0.78	0.87	0.83	0.83	0.72	0.73	0.76	0.71	0.85	0.82	0.91	0.92	0.86	0.78	0.87	0.81	0.77	0.79	0.87	0.88
1980	0.86	0.9	0.91	0.87	0.76	0.77	0.81	0.74	0.87	0.77	0.86	0.88	0.89	0.87	0.94	0.87	0.8	0.74	0.88	0.74
1981	0.91	0.98	0.94	0.97	0.86	0.84	0.86	0.81	0.91	0.83	0.89	0.93	1	0.94	0.98	0.91	0.91	0.88	0.89	0.92
1982	0.91	0.92	0.97	0.93	0.86	0.73	0.84	0.79	0.87	0.92	0.96	0.99	1.01	0.91	1.01	0.91	0.89	0.81	0.97	0
1983	0.96	1	0.98	0.96	0.91	0.93	0.97	0.91	0.99	1.02	1	1.04	1.07	1.02	1.06	1.04	0.91	0.9	0.97	0.97
1984	0.74	0.76	0.83	0.72	0.7	0.66	0.7	0.6	0.74	0.77	0.8	0.74	0.81	0.7	0.82	0.79	0.73	0.72	0.73	0.62
1985	1.01	1.03	1.01	1.02	0.88	0.88	0.91	0.87	0.99	0.98	0.96	1.07	1.08	1.04	1.06	1.02	0.95	0.86	0.98	1
1986	0.94	0.86	0.99	0.93	0.79	0.73	0.81	0.75	0.98	1	1.01	1.01	0.98	1.02	1.03	0.97	0.84	0.82	0.93	0.91
1987	0.92	0.92	0.96	0.96	0.85	0.83	0.82	0.73	0.97	0.99	0.96	0.99	1.04	0.98	1.02	0.98	0.86	0.82	0.77	0.85
1988	0.9	0.79	0.95	0.88	0.7	0.64	0.8	0.74	0.86	0.89	0.89	0.89	0.95	0.85	0.99	0.93	0.73	0.71	0.75	0.87
