# Schweingruber - Smithers Ski Area - PCGL - ITRDB CANA091
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4658
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4658.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana091-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cana091-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/northamerica/canada/cana091.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cana091.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-30
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-30
#--------------------
# Title
#   Study_Name: Schweingruber - Smithers Ski Area - PCGL - ITRDB CANA091
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-04.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Smithers Ski Area
#   Location: British Columbia
#   Northernmost_Latitude: 54.9
#   Southernmost_Latitude: 54.9
#   Easternmost_Longitude: -127.25
#   Westernmost_Longitude: -127.25
#   Elevation_m: 1200
#--------------------
# Data_Collection
#   Collection_Name: CANA091
#   First_Year: 1680
#   Last_Year: 1983
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea glauca (Moench) Voss
#   Common_Name: white spruce
#   Tree_Species_Code: PCGL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 718011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 718012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 718021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 718022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 718031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 718032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 718041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 718042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 718061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 718062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 718071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 718072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 718081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 718082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 718091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 718092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 718101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 718102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 718111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 718112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 718121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 718122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 718122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	718011_raw	718012_raw	718021_raw	718022_raw	718031_raw	718032_raw	718041_raw	718042_raw	718061_raw	718062_raw	718071_raw	718072_raw	718081_raw	718082_raw	718091_raw	718092_raw	718101_raw	718102_raw	718111_raw	718112_raw	718121_raw	718122_raw
1680	NA	NA	NA	NA	NA	1.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1681	NA	NA	NA	NA	NA	1.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1682	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1683	NA	NA	NA	NA	NA	1.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1684	1.41	NA	NA	NA	NA	1.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1685	1.36	NA	NA	NA	0.85	1.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1686	1.56	NA	NA	NA	0.91	1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1687	1.69	NA	NA	NA	1.13	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1688	1.72	NA	NA	NA	1.12	1.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1689	1.49	NA	NA	NA	1.04	1.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1690	1.72	NA	NA	NA	0.98	1.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1691	1.47	NA	NA	NA	0.78	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1692	1.71	NA	NA	NA	0.97	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1693	1.75	NA	NA	NA	0.99	1.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1694	1.68	NA	NA	NA	0.96	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1695	1.7	1.76	NA	NA	1.07	1.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1696	1.67	1.58	NA	NA	0.81	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1697	2.05	2.18	NA	NA	0.83	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1698	2.39	2.02	NA	NA	0.84	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1699	1.39	1.43	NA	NA	0.76	0.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1700	2.29	2.38	NA	NA	1.17	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1701	1.41	1.45	NA	NA	1.07	1.06	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA
1702	1.8	1.72	NA	NA	1.16	1.16	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	NA
1703	1.71	1.56	NA	NA	0.85	1.04	NA	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	NA	NA	NA	NA	NA
1704	1.72	1.66	NA	NA	0.86	1.07	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA	NA	NA	NA	NA	NA
1705	1.62	1.54	NA	NA	1	1.13	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	NA	NA
1706	1.72	1.68	NA	NA	0.92	0.91	NA	NA	1.71	NA	NA	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA	NA
1707	1.89	1.7	NA	NA	0.87	0.93	NA	NA	1.91	NA	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA	NA
1708	1.77	1.74	NA	NA	1.06	0.9	NA	NA	1.7	NA	NA	NA	NA	0.62	NA	NA	NA	NA	NA	NA	NA	NA
1709	1.81	1.66	NA	NA	1.15	0.94	NA	NA	1.92	NA	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	NA	NA
1710	1.63	1.57	NA	NA	1.2	0.86	NA	NA	1.92	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA
1711	1.57	1.55	NA	NA	0.93	0.7	NA	NA	1.59	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA	NA	NA
1712	1.4	1.51	NA	NA	0.89	0.79	NA	NA	1.76	NA	NA	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	NA
1713	1.36	1.56	NA	1.21	1.13	0.73	0.77	NA	1.85	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	1.52	NA	NA
1714	1.34	1.63	NA	1.07	1.23	0.93	0.71	NA	1.57	NA	NA	NA	NA	0.42	NA	NA	NA	NA	NA	1.16	NA	NA
1715	1.36	1.34	NA	0.78	1.08	0.92	0.74	NA	1.78	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	1.05	NA	NA
1716	1.31	1.24	NA	0.85	0.96	0.86	0.58	NA	2.06	NA	NA	NA	NA	0.41	1.73	NA	NA	NA	NA	1.26	NA	NA
1717	1.39	1.33	NA	1.03	0.97	0.9	0.51	NA	1.94	NA	NA	NA	NA	0.43	1.78	NA	NA	NA	NA	1.19	NA	NA
1718	1.39	1.41	NA	0.96	0.81	0.7	0.42	NA	1.85	NA	NA	NA	NA	0.36	1.47	NA	NA	NA	NA	0.62	NA	NA
1719	1.53	1.41	NA	1.57	1.07	0.99	0.54	NA	1.81	NA	NA	NA	NA	0.38	1.57	NA	NA	NA	NA	1.2	NA	NA
1720	1.73	1.6	NA	1.42	1.04	1.06	1.02	NA	2.48	NA	NA	NA	NA	0.37	1.94	NA	NA	NA	NA	1.1	NA	NA
1721	1.42	1.39	NA	0.99	1.04	0.93	1.01	NA	2.36	NA	NA	NA	NA	0.39	1.88	NA	NA	NA	NA	1.39	NA	NA
1722	1.54	1.76	NA	1.11	1.11	1.15	0.78	NA	2.43	NA	NA	NA	NA	0.47	2.56	NA	NA	NA	NA	1.39	NA	NA
1723	1.44	1.83	NA	1.25	1.1	0.99	0.61	NA	1.88	NA	NA	NA	NA	0.33	2.18	NA	NA	NA	NA	1.15	NA	NA
1724	1.38	1.8	NA	1.39	1.12	1.07	0.53	NA	1.97	NA	NA	NA	NA	0.42	1.73	NA	NA	NA	NA	1.14	NA	NA
1725	1.85	2.4	NA	1.5	1.35	1.32	0.59	NA	2.45	NA	NA	NA	NA	0.54	1.99	NA	NA	NA	NA	1.55	NA	NA
1726	1.96	2.31	NA	1.5	1.15	1.25	0.59	NA	2.24	NA	NA	NA	NA	0.67	1.65	NA	NA	NA	NA	1.45	NA	NA
1727	1.74	2.06	NA	1.33	1.09	1.07	0.6	NA	2.06	NA	NA	NA	NA	0.56	1.9	NA	NA	NA	NA	1.55	NA	NA
